2023-01-27 09:20:11,856 | WARN  | qtp1280429864-44 | jetty.http.HttpParser Illegal character 0x3 in state=START for buffer HeapByteBuffer@1ed2a34a[p=1,l=47,c=16384,r=46]={\x03<<<\x00\x00/*\xE0\x00\x00\x00\x00\x00Cookie:...nistr\r\n\x01\x00\x08\x00\x03\x00\x00\x00>>>\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00}
2023-10-13 23:11:02,936 | DEBUG | main | api 123 <-> com.vinplay.api.processors.gamebai.TopCaoThuProcessor
2023-10-13 23:11:02,936 | DEBUG | main | api 124 <-> com.vinplay.api.processors.security.CaptchaProcessor
2023-10-13 23:11:02,937 | DEBUG | main | api 125 <-> com.vinplay.api.processors.security.UpdateAvatarProcessor
2023-10-13 23:11:02,937 | DEBUG | main | api 126 <-> com.vinplay.api.processors.vippoint.GetVippointProcessor
2023-10-13 23:11:02,937 | DEBUG | main | api 127 <-> com.vinplay.api.processors.security.ForgetPasswordProcessor
2023-10-13 23:11:02,937 | DEBUG | main | api 128 <-> com.vinplay.api.processors.security.ForgetPasswordOtpProcessor
2023-10-13 23:11:02,937 | DEBUG | main | api 129 <-> com.vinplay.api.processors.GetGameCommonProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 133 <-> com.vinplay.api.processors.security.ForgetPasswordEmailProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 134 <-> com.vinplay.api.processors.minigame.LSGDPokeGoProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 135 <-> com.vinplay.api.processors.minigame.TopPokeGoProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 136 <-> com.vinplay.api.processors.slot.TopKhoBauProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 137 <-> com.vinplay.api.processors.slot.LSGDSlotProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 138 <-> com.vinplay.api.processors.slot.LSNoHuProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 139 <-> com.vinplay.api.processors.gamebai.LSTLMNProcessor
2023-10-13 23:11:02,938 | DEBUG | main | api 140 <-> com.vinplay.api.processors.minigame.LSXDProcessor
2023-10-13 23:11:02,939 | DEBUG | main | api 141 <-> com.vinplay.api.processors.minigame.LSGDGalaxyProcessor
2023-10-13 23:11:02,939 | DEBUG | main | api 142 <-> com.vinplay.api.processors.minigame.TopGalaxyProcessor
2023-10-13 23:11:02,939 | DEBUG | main | api 201 <-> com.vinplay.api.processors.minigame.LuckyHistoryProcesscor
2023-10-13 23:11:02,939 | DEBUG | main | api 301 <-> com.vinplay.api.processors.HistoryTransactionLogProcessor
2023-10-13 23:11:02,939 | DEBUG | main | api 302 <-> com.vinplay.api.processors.GetLogMoneyUserProcessor
2023-10-13 23:11:02,939 | DEBUG | main | api 401 <-> com.vinplay.api.processors.GetListAgentProcessor
2023-10-13 23:11:02,939 | DEBUG | main | api 402 <-> com.vinplay.api.processors.ListMailBoxProcessor
2023-10-13 23:11:02,939 | DEBUG | main | api 403 <-> com.vinplay.api.processors.DeleteMailBoxProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 404 <-> com.vinplay.api.processors.UpdateStatusMailProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 405 <-> com.vinplay.api.processors.ListMailBoxNewProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 406 <-> com.vinplay.api.processors.CountMailStatusProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 501 <-> com.vinplay.api.processors.vippoint.GetEventVPMapProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 502 <-> com.vinplay.api.processors.vippoint.GetEventVPTopIntelProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 503 <-> com.vinplay.api.processors.vippoint.GetEventVPTopStrongProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 601 <-> com.vinplay.api.processors.gamebai.TopGameTourProcessor
2023-10-13 23:11:02,940 | DEBUG | main | api 602 <-> com.vinplay.api.processors.gamebai.LogGameTourProcessor
2023-10-13 23:11:02,941 | DEBUG | main | api 2000 <-> com.vinplay.api.processors.Set2AFProcessor
2023-10-13 23:11:02,941 | DEBUG | main | api 2002 <-> com.vinplay.api.processors.GetPaymentConfigProcessor
2023-10-13 23:11:02,941 | DEBUG | main | api 2003 <-> com.vinplay.api.processors.payment.CreateDepositProcessor
2023-10-13 23:11:02,942 | DEBUG | main | api 2006 <-> com.vinplay.api.processors.DepositHistoryProcessor
2023-10-13 23:11:02,942 | DEBUG | main | api 2007 <-> com.vinplay.api.processors.payment.InsertOrUpdateBankProcessor
2023-10-13 23:11:02,942 | DEBUG | main | api 2008 <-> com.vinplay.api.processors.payment.BankSearchProcessor
2023-10-13 23:11:02,942 | DEBUG | main | api 2009 <-> com.vinplay.api.processors.payment.PaymentStatusProcessor
2023-10-13 23:11:02,943 | DEBUG | main | api 2010 <-> com.vinplay.api.processors.payment.CreateWithdrawProcessor
2023-10-13 23:11:02,943 | DEBUG | main | api 2011 <-> com.vinplay.api.processors.payment.GetListBankProcessor
2023-10-13 23:11:02,943 | DEBUG | main | api 2013 <-> com.vinplay.api.processors.VerifyPhoneNumberProcessor
2023-10-13 23:11:02,944 | DEBUG | main | api 2014 <-> com.vinplay.api.processors.payment.GetBanksOneClickPayProcessor
2023-10-13 23:11:02,944 | DEBUG | main | api 2015 <-> com.vinplay.api.processors.ReceiveBonusProcessor
2023-10-13 23:11:02,944 | DEBUG | main | api 2016 <-> com.vinplay.api.processors.DepositHistory4UserplayProcessor
2023-10-13 23:11:02,944 | DEBUG | main | api 2020 <-> com.vinplay.api.processors.banner.ShowListBannerProcessor
2023-10-13 23:11:02,944 | DEBUG | main | api 2021 <-> com.vinplay.api.processors.shotfish.Login
2023-10-13 23:11:02,945 | DEBUG | main | api 2022 <-> com.vinplay.api.processors.shotfish.Deposit
2023-10-13 23:11:02,945 | DEBUG | main | api 2023 <-> com.vinplay.api.processors.shotfish.Withdraw
2023-10-13 23:11:02,945 | DEBUG | main | api 2024 <-> com.vinplay.api.processors.shotfish.CheckOrderStatus
2023-10-13 23:11:02,945 | DEBUG | main | api 2025 <-> com.vinplay.api.processors.shotfish.CheckUserBalance
2023-10-13 23:11:02,946 | DEBUG | main | api 2026 <-> com.vinplay.api.processors.shotfish.CheckUserInGame
2023-10-13 23:11:02,946 | DEBUG | main | api 2027 <-> com.vinplay.api.processors.shotfish.History
2023-10-13 23:11:02,946 | DEBUG | main | api 2028 <-> com.vinplay.api.processors.UpdatePhoneNumberProcessor
2023-10-13 23:11:02,946 | DEBUG | main | api 2029 <-> com.vinplay.api.processors.hoantra.CalculateDataHoanTraProcessor
2023-10-13 23:11:02,946 | DEBUG | main | api 2030 <-> com.vinplay.api.processors.hoantra.SendDataHoanTraProcessor
2023-10-13 23:11:02,946 | DEBUG | main | api 2031 <-> com.vinplay.api.processors.attendance.AttendanceProcessor
2023-10-13 23:11:02,946 | DEBUG | main | api 2032 <-> com.vinplay.api.processors.attendance.HistoryProcessor
2023-10-13 23:11:02,946 | DEBUG | main | api 2033 <-> com.vinplay.api.processors.SearchAgentBankProcessor
2023-10-13 23:11:02,947 | DEBUG | main | api 2034 <-> com.vinplay.api.processors.SearchAgentProcessor
2023-10-13 23:11:02,947 | DEBUG | main | api 2035 <-> com.vinplay.api.processors.DestroyHazelcastProcessor
2023-10-13 23:11:02,947 | DEBUG | main | api 2038 <-> com.vinplay.api.processors.GetCurrentTimeServer
2023-10-13 23:11:02,963 | INFO  | main | api BaseController:com.vinplay.api.processors.LoginWithOTPProcessor
2023-10-13 23:11:03,669 | INFO  | main | mongodb.driver.cluster Cluster created with settings {hosts=[127.0.0.1:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2023-10-13 23:11:03,772 | INFO  | main | mongodb.driver.cluster Cluster created with settings {hosts=[127.0.0.1:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2023-10-13 23:11:03,773 | INFO  | main | mongodb.driver.cluster Cluster created with settings {hosts=[127.0.0.1:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2023-10-13 23:11:03,795 | WARN  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Invalid releaseTimeout value null for mysqlpool_gamebai
2023-10-13 23:11:03,803 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Enabling release timeout (0ms) on pool mysqlpool_gamebai
2023-10-13 23:11:03,803 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Created pool mysqlpool_gamebai (minpool=0,maxpool=10,maxsize=10,idleTimeout=900)
2023-10-13 23:11:03,804 | WARN  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Invalid releaseTimeout value null for mysqlpool_minigame
2023-10-13 23:11:03,804 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Enabling release timeout (0ms) on pool mysqlpool_minigame
2023-10-13 23:11:03,804 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Created pool mysqlpool_minigame (minpool=5,maxpool=20,maxsize=30,idleTimeout=900)
2023-10-13 23:11:03,805 | WARN  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Invalid releaseTimeout value null for mysqlpool_admin
2023-10-13 23:11:03,806 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay_minigame?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:03,811 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Enabling release timeout (0ms) on pool mysqlpool_admin
2023-10-13 23:11:03,812 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Created pool mysqlpool_admin (minpool=0,maxpool=10,maxsize=10,idleTimeout=900)
2023-10-13 23:11:03,812 | WARN  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Invalid releaseTimeout value null for mysqlpoolname
2023-10-13 23:11:03,813 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Enabling release timeout (0ms) on pool mysqlpoolname
2023-10-13 23:11:03,813 | INFO  | main | db.ConnectionPoolManager.mysqlpool_gamebai mysqlpool_gamebai: Created pool mysqlpoolname (minpool=5,maxpool=30,maxsize=40,idleTimeout=900)
2023-10-13 23:11:03,814 | INFO  | main | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:03,998 | INFO  | cluster-ClusterId{value='6529731f3d4363efb3546a94', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:1, serverValue:62}] to 127.0.0.1:27017
2023-10-13 23:11:04,003 | INFO  | cluster-ClusterId{value='6529731f3d4363efb3546a94', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 11]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, roundTripTimeNanos=3027163}
2023-10-13 23:11:04,019 | INFO  | cluster-ClusterId{value='6529731f3d4363efb3546a96', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:3, serverValue:61}] to 127.0.0.1:27017
2023-10-13 23:11:04,020 | INFO  | cluster-ClusterId{value='6529731f3d4363efb3546a96', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 11]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, roundTripTimeNanos=826591}
2023-10-13 23:11:04,022 | INFO  | cluster-ClusterId{value='6529731f3d4363efb3546a95', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:2, serverValue:60}] to 127.0.0.1:27017
2023-10-13 23:11:04,023 | INFO  | cluster-ClusterId{value='6529731f3d4363efb3546a95', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[5, 0, 11]}, minWireVersion=0, maxWireVersion=13, maxDocumentSize=16777216, roundTripTimeNanos=648190}
2023-10-13 23:11:04,113 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Created a new connection
2023-10-13 23:11:04,113 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay_minigame?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,124 | INFO  | main | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-10-13 23:11:04,131 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Created a new connection
2023-10-13 23:11:04,131 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay_minigame?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,133 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,138 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-10-13 23:11:04,138 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,148 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-10-13 23:11:04,149 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,155 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-10-13 23:11:04,155 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,168 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Created a new connection
2023-10-13 23:11:04,168 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay_minigame?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,173 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-10-13 23:11:04,173 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,189 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Created a new connection
2023-10-13 23:11:04,191 | INFO  | Thread-6 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-10-13 23:11:04,195 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay_minigame?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-10-13 23:11:04,202 | INFO  | Thread-3 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Created a new connection
2023-10-13 23:11:04,678 | INFO  | main | usercore.utils.GameThirdPartyInit Init Data successfull
2023-10-13 23:11:04,791 | INFO  | main | jetty.util.log Logging initialized @2255ms
2023-10-13 23:11:04,833 | INFO  | main | jetty.server.Server jetty-9.2.10.v20150310
2023-10-13 23:11:04,860 | INFO  | main | jetty.server.ServerConnector Started ServerConnector@1d131e1b{HTTP/1.1}{0.0.0.0:8085}
2023-10-13 23:11:04,861 | INFO  | main | jetty.server.Server Started @2326ms
2023-10-13 23:11:04,861 | INFO  | main | api PORTAL API SERVER Started ...!!!
2023-10-13 23:26:04,156 | INFO  | Cleaner-thread-1 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Destroyed connection
2023-10-13 23:26:04,157 | INFO  | Cleaner-thread-1 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Destroyed connection
2023-10-13 23:26:04,221 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-10-13 23:26:04,221 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-10-13 23:26:04,221 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-10-13 23:26:04,221 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-10-13 23:26:04,221 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-10-13 23:26:09,157 | INFO  | Cleaner-thread-1 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Destroyed connection
2023-10-13 23:26:09,157 | INFO  | Cleaner-thread-1 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Destroyed connection
2023-10-13 23:26:09,158 | INFO  | Cleaner-thread-1 | db.ConnectionPool.mysqlpool_minigame mysqlpool_minigame: Destroyed connection
