2023-02-19 01:11:31,678 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
	at com.mongodb.connection.InternalStreamConnection.open(InternalStreamConnection.java:116)
	at com.mongodb.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:116)
	at java.lang.Thread.run(Thread.java:750)
Caused by: java.net.SocketException: Connection reset
	at java.net.SocketInputStream.read(SocketInputStream.java:210)
	at java.net.SocketInputStream.read(SocketInputStream.java:141)
	at com.mongodb.connection.SocketStream.read(SocketStream.java:85)
	at com.mongodb.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:492)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:222)
	... 8 more
2023-02-19 14:33:54,400 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eae', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:21, serverValue:23}] to 127.0.0.1:27017
2023-02-19 14:33:54,413 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eae', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[4, 0, 28]}, minWireVersion=0, maxWireVersion=7, maxDocumentSize=16777216, roundTripTimeNanos=9899094}
2023-02-19 14:33:54,746 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eaf', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:22, serverValue:26}] to 127.0.0.1:27017
2023-02-19 14:33:54,748 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eaf', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[4, 0, 28]}, minWireVersion=0, maxWireVersion=7, maxDocumentSize=16777216, roundTripTimeNanos=372167}
2023-02-19 14:33:55,763 | INFO  | cluster-ClusterId{value='63f0698a571e691286714ead', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:23, serverValue:50}] to 127.0.0.1:27017
2023-02-19 14:33:55,764 | INFO  | cluster-ClusterId{value='63f0698a571e691286714ead', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Monitor thread successfully connected to server with description ServerDescription{address=127.0.0.1:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[4, 0, 28]}, minWireVersion=0, maxWireVersion=7, maxDocumentSize=16777216, roundTripTimeNanos=325386}
2023-02-19 15:02:28,686 | WARN  | qtp1280429864-42 | jetty.http.HttpParser Illegal character 0x16 in state=START for buffer HeapByteBuffer@619aa6a6[p=1,l=128,c=16384,r=127]={\x16<<<\x03\x01\x00{\x01\x00\x00w\x03\x03\x0co<\xCf]\xB5a...\x02\x01\x02\x03\x04\x01\x05\x01\x06\x01\xFf\x01\x00\x01\x00>>>t: iportal.suvip....\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00}
2023-02-19 15:02:28,687 | WARN  | qtp1280429864-42 | jetty.http.HttpParser badMessage: 400 Illegal character 0x16 for HttpChannelOverHttp@da7e110{r=0,c=false,a=IDLE,uri=-}
2023-02-19 15:20:47,812 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 15:20:47,813 | DEBUG | qtp1280429864-45 | api command: 3
2023-02-19 15:20:47,813 | DEBUG | qtp1280429864-45 | api Request login: username: okvip1, social: null, accessToken: 
2023-02-19 15:20:47,816 | DEBUG | qtp1280429864-45 | api Request login: 1
2023-02-19 15:20:47,816 | DEBUG | qtp1280429864-45 | api Request login: 2
2023-02-19 15:20:47,817 | INFO  | qtp1280429864-45 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-02-19 15:20:47,826 | INFO  | qtp1280429864-45 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-02-19 15:20:47,832 | DEBUG | qtp1280429864-45 | api Request login: 3
2023-02-19 15:20:47,832 | DEBUG | qtp1280429864-45 | api Request login: 4
2023-02-19 15:20:47,832 | DEBUG | qtp1280429864-45 | api Request login: 5
2023-02-19 15:20:47,865 | DEBUG | qtp1280429864-45 | api User Okvip123 login success in platform: web
2023-02-19 15:20:47,867 | DEBUG | qtp1280429864-45 | api login thanh cong: []
2023-02-19 15:20:47,868 | DEBUG | qtp1280429864-45 | api Response login: {"success":true,"message":null,"errorCode":"0","data":null,"sessionKey":"eyJuaWNrbmFtZSI6Ik9rdmlwMTIzIiwiYXZhdGFyIjoiMCIsInZpblRvdGFsIjo5MDAwMDAsInh1VG90YWwiOjUwMDAwMCwidmlwcG9pbnQiOjAsInZpcHBvaW50U2F2ZSI6MCwiY3JlYXRlVGltZSI6IjEzLTAyLTIwMjMiLCJpcEFkZHJlc3MiOiIyMDAxOmVlMDo3OTk1OjU1NTA6OGMyNTpjNzA3OmQ0OTQ6OGRhNCIsImNlcnRpZmljYXRlIjpmYWxzZSwibHVja3lSb3RhdGUiOjAsImRhaUx5IjowLCJtb2JpbGVTZWN1cmUiOjAsImJpcnRoZGF5IjoiIiwiYXBwU2VjdXJlIjowLCJ1c2VybmFtZSI6Ik9rdmlwMSIsImVtYWlsIjowLCJhZGRyZXNzIjpudWxsLCJ2ZXJpZnlNb2JpbGUiOmZhbHNlfQ==","accessToken":"894ff85acab51335ba65c1e6ce816edd"}
2023-02-19 15:20:47,968 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 15:20:47,968 | DEBUG | qtp1280429864-73 | api command: 2020
2023-02-19 15:20:48,045 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 15:20:48,046 | DEBUG | qtp1280429864-42 | api command: 17
2023-02-19 15:20:48,061 | DEBUG | qtp1280429864-42 | api User Okvip123 login success in platform: web
2023-02-19 15:20:48,228 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 15:20:48,228 | DEBUG | qtp1280429864-45 | api command: 2031
2023-02-19 15:20:48,229 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 15:20:48,229 | DEBUG | qtp1280429864-73 | api command: 2008
2023-02-19 15:20:48,229 | INFO  | qtp1280429864-73 | processors.payment.InsertOrUpdateBankProcessor Request BankSearchProcessor nickName= Okvip123, bankName: null, bankNumber: null
2023-02-19 15:20:48,230 | INFO  | qtp1280429864-45 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-02-19 15:20:48,233 | INFO  | qtp1280429864-45 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-02-19 15:20:48,238 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 15:20:48,238 | DEBUG | qtp1280429864-66 | api command: 406
2023-02-19 15:20:48,240 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 15:20:48,240 | DEBUG | qtp1280429864-42 | api command: 20
2023-02-19 15:20:48,244 | INFO  | qtp1280429864-66 | mongodb.driver.connection Closed connection [connectionId{localValue:4, serverValue:390}] to 127.0.0.1:27017 because there was a socket exception raised on another connection from this pool.
2023-02-19 15:20:48,244 | INFO  | qtp1280429864-66 | mongodb.driver.connection Closed connection [connectionId{localValue:8, serverValue:399}] to 127.0.0.1:27017 because there was a socket exception raised on another connection from this pool.
2023-02-19 15:20:48,268 | INFO  | qtp1280429864-66 | mongodb.driver.connection Opened connection [connectionId{localValue:24, serverValue:59}] to 127.0.0.1:27017
2023-02-19 15:24:35,183 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 15:24:35,183 | DEBUG | qtp1280429864-45 | api command: 101
2023-02-19 15:24:35,184 | DEBUG | qtp1280429864-45 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:24:35,184 | DEBUG | qtp1280429864-45 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:25:16,119 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 15:25:16,120 | DEBUG | qtp1280429864-45 | api command: 406
2023-02-19 15:25:16,120 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 15:25:16,120 | DEBUG | qtp1280429864-44 | api command: 2002
2023-02-19 15:25:16,120 | INFO  | qtp1280429864-44 | api Request GetPaymentConfig: nickName: Okvip123, accessToken: 69faa489c2c54066d378fd39b94bc847, paymentType: 1
2023-02-19 15:25:16,121 | INFO  | qtp1280429864-45 | mongodb.driver.connection Closed connection [connectionId{localValue:5, serverValue:391}] to 127.0.0.1:27017 because there was a socket exception raised on another connection from this pool.
2023-02-19 15:25:16,121 | INFO  | qtp1280429864-45 | mongodb.driver.connection Closed connection [connectionId{localValue:7, serverValue:396}] to 127.0.0.1:27017 because there was a socket exception raised on another connection from this pool.
2023-02-19 15:25:16,142 | INFO  | qtp1280429864-45 | mongodb.driver.connection Opened connection [connectionId{localValue:25, serverValue:60}] to 127.0.0.1:27017
2023-02-19 15:25:16,240 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 15:25:16,240 | DEBUG | qtp1280429864-66 | api command: 130
2023-02-19 15:25:30,536 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 15:25:30,536 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 15:25:30,536 | DEBUG | qtp1280429864-45 | api command: 2003
2023-02-19 15:25:30,536 | DEBUG | qtp1280429864-42 | api command: 130
2023-02-19 15:25:30,536 | INFO  | qtp1280429864-45 | api ipaddress1 :2001:ee0:7995:5550:8c25:c707:d494:8da4, 162.158.162.223
2023-02-19 15:25:30,536 | INFO  | qtp1280429864-45 | api Deposit request nickName: Okvip123, accessToken: 69faa489c2c54066d378fd39b94bc847, providerName: manualbank,ipaddress=2001:ee0:7995:5550:8c25:c707:d494:8da4
2023-02-19 15:25:30,546 | INFO  | qtp1280429864-45 | mongodb.driver.connection Closed connection [connectionId{localValue:6, serverValue:393}] to 127.0.0.1:27017 because there was a socket exception raised on another connection from this pool.
2023-02-19 15:25:30,562 | INFO  | qtp1280429864-45 | mongodb.driver.connection Opened connection [connectionId{localValue:26, serverValue:61}] to 127.0.0.1:27017
2023-02-19 15:25:31,325 | INFO  | qtp1280429864-45 | api Deposit response nickName: Okvip123, response : {"code":0,"currentMoney":0,"fail":0,"time":0,"tid":"1676795130545","message":null,"data":""}
2023-02-19 15:27:04,707 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 15:27:04,707 | DEBUG | qtp1280429864-44 | api command: 101
2023-02-19 15:27:04,708 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:27:04,708 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:28:38,461 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 15:28:38,461 | DEBUG | qtp1280429864-44 | api command: 101
2023-02-19 15:28:38,461 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:28:38,461 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:28:42,245 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 15:28:42,246 | DEBUG | qtp1280429864-42 | api command: 101
2023-02-19 15:28:42,246 | DEBUG | qtp1280429864-42 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:28:42,246 | DEBUG | qtp1280429864-42 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:29:58,988 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 15:29:58,988 | DEBUG | qtp1280429864-45 | api command: 101
2023-02-19 15:29:58,988 | DEBUG | qtp1280429864-45 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:29:58,988 | DEBUG | qtp1280429864-45 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:30:44,562 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 15:30:44,563 | DEBUG | qtp1280429864-45 | api command: 101
2023-02-19 15:30:44,563 | DEBUG | qtp1280429864-45 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:30:44,563 | DEBUG | qtp1280429864-45 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:31:09,662 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 15:31:09,663 | DEBUG | qtp1280429864-44 | api command: 101
2023-02-19 15:31:09,663 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:31:09,663 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:32:23,355 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 15:32:23,356 | DEBUG | qtp1280429864-42 | api command: 101
2023-02-19 15:32:23,356 | DEBUG | qtp1280429864-42 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:32:23,356 | DEBUG | qtp1280429864-42 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 15:33:38,995 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 15:33:38,996 | DEBUG | qtp1280429864-73 | api command: 101
2023-02-19 15:33:38,997 | DEBUG | qtp1280429864-73 | vbee TopWinTXProcessor1 : md5: 1
2023-02-19 15:33:38,997 | DEBUG | qtp1280429864-73 | vbee TopWinTXProcessor2 : md5: 1
2023-02-19 15:33:38,997 | DEBUG | qtp1280429864-73 | vbee TopWinTXProcessor3 : md5: 1
2023-02-19 15:35:52,861 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-02-19 15:38:02,194 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 15:38:02,194 | DEBUG | qtp1280429864-44 | api command: 101
2023-02-19 15:38:02,195 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor1 : md5: 1
2023-02-19 15:38:02,195 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor2 : md5: 1
2023-02-19 15:38:02,195 | DEBUG | qtp1280429864-44 | vbee TopWinTXProcessor3 : md5: 1
2023-02-19 15:40:32,872 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-02-19 15:41:20,102 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 15:41:20,102 | DEBUG | qtp1280429864-42 | api command: 101
2023-02-19 15:41:20,102 | DEBUG | qtp1280429864-42 | vbee TopWinTXProcessor1 : md5: null
2023-02-19 15:41:20,102 | DEBUG | qtp1280429864-42 | vbee TopWinTXProcessor2 : md5: null
2023-02-19 16:49:54,438 | WARN  | qtp1280429864-44 | jetty.http.HttpParser Illegal character 0x16 in state=START for buffer HeapByteBuffer@2d835b6b[p=1,l=372,c=16384,r=371]={\x16<<<\x03\x02\x01o\x01\x00\x01k\x03\x02RH\xC5\x1a#\xF7:...\x00\x00uO\x00\x00\x00\x05\x00\x05\x01\x00\x00\x00\x00>>>4", "Microsoft Ed...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00}
2023-02-19 16:49:54,439 | WARN  | qtp1280429864-44 | jetty.http.HttpParser badMessage: 400 Illegal character 0x16 for HttpChannelOverHttp@1c806abe{r=0,c=false,a=IDLE,uri=-}
2023-02-19 17:41:11,054 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 17:41:11,055 | DEBUG | qtp1280429864-42 | api command: 2020
2023-02-19 17:41:11,056 | INFO  | qtp1280429864-42 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-02-19 17:41:11,072 | INFO  | qtp1280429864-42 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-02-19 17:41:20,030 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 17:41:20,030 | DEBUG | qtp1280429864-66 | api command: 3
2023-02-19 17:41:20,030 | DEBUG | qtp1280429864-66 | api Request login: username: Okvip1, social: null, accessToken: 
2023-02-19 17:41:20,032 | DEBUG | qtp1280429864-66 | api Request login: 1
2023-02-19 17:41:20,032 | DEBUG | qtp1280429864-66 | api Request login: 2
2023-02-19 17:41:20,037 | DEBUG | qtp1280429864-66 | api Request login: 3
2023-02-19 17:41:20,037 | DEBUG | qtp1280429864-66 | api Request login: 4
2023-02-19 17:41:20,037 | DEBUG | qtp1280429864-66 | api Request login: 5
2023-02-19 17:41:20,052 | DEBUG | qtp1280429864-66 | api User Okvip123 login success in platform: web
2023-02-19 17:41:20,053 | DEBUG | qtp1280429864-66 | api login thanh cong: []
2023-02-19 17:41:20,053 | DEBUG | qtp1280429864-66 | api Response login: {"success":true,"message":null,"errorCode":"0","data":null,"sessionKey":"eyJuaWNrbmFtZSI6Ik9rdmlwMTIzIiwiYXZhdGFyIjoiMCIsInZpblRvdGFsIjo2NDU2NzcwOTczMywieHVUb3RhbCI6NTAwMDAwLCJ2aXBwb2ludCI6MCwidmlwcG9pbnRTYXZlIjowLCJjcmVhdGVUaW1lIjoiMTMtMDItMjAyMyIsImlwQWRkcmVzcyI6IjIwMDE6ZWUwOjc5OTU6NTU1MDoyNTllOmRkMzM6MzU0Zjo3N2Q0IiwiY2VydGlmaWNhdGUiOmZhbHNlLCJsdWNreVJvdGF0ZSI6MCwiZGFpTHkiOjAsIm1vYmlsZVNlY3VyZSI6MCwiYmlydGhkYXkiOiIiLCJhcHBTZWN1cmUiOjAsInVzZXJuYW1lIjoiT2t2aXAxIiwiZW1haWwiOjAsImFkZHJlc3MiOm51bGwsInZlcmlmeU1vYmlsZSI6ZmFsc2V9","accessToken":"7d781f40a74743417c5748d8d70e38ed"}
2023-02-19 17:41:20,258 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 17:41:20,258 | DEBUG | qtp1280429864-73 | api command: 17
2023-02-19 17:41:20,276 | DEBUG | qtp1280429864-73 | api User Okvip123 login success in platform: web
2023-02-19 17:41:20,364 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 17:41:20,365 | DEBUG | qtp1280429864-45 | api command: 2031
2023-02-19 17:41:20,367 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 17:41:20,367 | DEBUG | qtp1280429864-66 | api command: 2008
2023-02-19 17:41:20,367 | INFO  | qtp1280429864-66 | processors.payment.InsertOrUpdateBankProcessor Request BankSearchProcessor nickName= Okvip123, bankName: null, bankNumber: null
2023-02-19 17:41:20,369 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 17:41:20,369 | DEBUG | qtp1280429864-44 | api command: 20
2023-02-19 17:41:20,369 | INFO  | qtp1280429864-44 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-02-19 17:41:20,371 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 17:41:20,371 | DEBUG | qtp1280429864-73 | api command: 406
2023-02-19 17:41:20,376 | INFO  | qtp1280429864-44 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-02-19 17:41:45,947 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 17:41:45,947 | DEBUG | qtp1280429864-45 | api command: 406
2023-02-19 17:41:46,276 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 17:41:46,276 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 17:41:46,277 | DEBUG | qtp1280429864-66 | api command: 406
2023-02-19 17:41:46,276 | DEBUG | qtp1280429864-73 | api command: 2020
2023-02-19 17:46:33,322 | INFO  | main | api Logging initialized.
2023-02-19 17:46:33,323 | DEBUG | main | api STARTING PORTAL API SERVER .... !!!!
2023-02-19 17:46:33,372 | DEBUG | main | api 1 <-> com.vinplay.api.processors.QuickRegisterProcessor
2023-02-19 17:46:33,372 | DEBUG | main | api 2 <-> com.vinplay.api.processors.LoginTokenProcessor
2023-02-19 17:46:33,372 | DEBUG | main | api 3 <-> com.vinplay.api.processors.LoginProcessor
2023-02-19 17:46:33,372 | DEBUG | main | api 4 <-> com.vinplay.api.processors.LoginWithOTPProcessor
2023-02-19 17:46:33,373 | DEBUG | main | api 5 <-> com.vinplay.api.processors.UpdateNicknameProcesscor
2023-02-19 17:46:33,373 | DEBUG | main | api 6 <-> com.vinplay.api.processors.GetAppConfigProcesscor
2023-02-19 17:46:33,373 | DEBUG | main | api 8 <-> com.vinplay.api.processors.LoginAppOtpProcessor
2023-02-19 17:46:33,373 | DEBUG | main | api 9 <-> com.vinplay.api.processors.GetTimeServerProccessor
2023-02-19 17:46:33,373 | DEBUG | main | api 10 <-> com.vinplay.api.processors.GetConfigAdminProcessor
2023-02-19 17:46:33,373 | DEBUG | main | api 13 <-> com.vinplay.api.processors.gamebai.GetListPokerTourProcessor
2023-02-19 17:46:33,373 | DEBUG | main | api 14 <-> com.vinplay.api.processors.gamebai.GetPokerTourDetailProcessor
2023-02-19 17:46:33,373 | DEBUG | main | api 15 <-> com.vinplay.api.processors.gamebai.GetPokerTicketProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 16 <-> com.vinplay.api.processors.otp.GetOtpProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 17 <-> com.vinplay.api.processors.LoginByTokenProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 18 <-> com.vinplay.api.processors.CheckAgencyCodeProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 19 <-> com.vinplay.api.processors.giftCode.GiftCodeProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 20 <-> com.vinplay.api.processors.events.GetEventProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 21 <-> com.vinplay.api.processors.events.BuyEventMoonProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 100 <-> com.vinplay.api.processors.minigame.LichSuGiaoDichTXProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 101 <-> com.vinplay.api.processors.minigame.TopWinTXProcessor
2023-02-19 17:46:33,374 | DEBUG | main | api 102 <-> com.vinplay.api.processors.minigame.ChiTietPhienTXProcessor
2023-02-19 17:46:33,375 | DEBUG | main | api 103 <-> com.vinplay.api.processors.minigame.TopThanhDuProcessor
2023-02-19 17:46:33,375 | DEBUG | main | api 105 <-> com.vinplay.api.processors.minigame.LSGDMiniPokerProcessor
2023-02-19 17:46:33,375 | DEBUG | main | api 106 <-> com.vinplay.api.processors.minigame.VinhDanhMiniPokerProcessor
2023-02-19 17:46:33,375 | DEBUG | main | api 107 <-> com.vinplay.api.processors.minigame.LSGDCaoThapProcessor
2023-02-19 17:46:33,375 | DEBUG | main | api 108 <-> com.vinplay.api.processors.minigame.VinhDanhCaoThapProcessor
2023-02-19 17:46:33,375 | DEBUG | main | api 109 <-> com.vinplay.api.processors.minigame.TopCaoThapProcessor
2023-02-19 17:46:33,375 | DEBUG | main | api 110 <-> com.vinplay.api.processors.gamebai.GetLogNoHuGameBaiProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 111 <-> com.vinplay.api.processors.gamebai.GetConfigHuGameBaiProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 120 <-> com.vinplay.api.processors.minigame.TopBauCuaProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 121 <-> com.vinplay.api.processors.minigame.LSGDBauCuaProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 122 <-> com.vinplay.api.processors.minigame.TopToiChonCaProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 123 <-> com.vinplay.api.processors.gamebai.TopCaoThuProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 124 <-> com.vinplay.api.processors.security.CaptchaProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 125 <-> com.vinplay.api.processors.security.UpdateAvatarProcessor
2023-02-19 17:46:33,376 | DEBUG | main | api 126 <-> com.vinplay.api.processors.vippoint.GetVippointProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 127 <-> com.vinplay.api.processors.security.ForgetPasswordProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 128 <-> com.vinplay.api.processors.security.ForgetPasswordOtpProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 129 <-> com.vinplay.api.processors.GetGameCommonProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 130 <-> com.vinplay.api.processors.GetBillingProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 133 <-> com.vinplay.api.processors.security.ForgetPasswordEmailProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 134 <-> com.vinplay.api.processors.minigame.LSGDPokeGoProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 135 <-> com.vinplay.api.processors.minigame.TopPokeGoProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 136 <-> com.vinplay.api.processors.slot.TopKhoBauProcessor
2023-02-19 17:46:33,377 | DEBUG | main | api 137 <-> com.vinplay.api.processors.slot.LSGDSlotProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 138 <-> com.vinplay.api.processors.slot.LSNoHuProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 139 <-> com.vinplay.api.processors.gamebai.LSTLMNProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 140 <-> com.vinplay.api.processors.minigame.LSXDProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 141 <-> com.vinplay.api.processors.minigame.LSGDGalaxyProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 142 <-> com.vinplay.api.processors.minigame.TopGalaxyProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 201 <-> com.vinplay.api.processors.minigame.LuckyHistoryProcesscor
2023-02-19 17:46:33,378 | DEBUG | main | api 301 <-> com.vinplay.api.processors.HistoryTransactionLogProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 302 <-> com.vinplay.api.processors.GetLogMoneyUserProcessor
2023-02-19 17:46:33,378 | DEBUG | main | api 401 <-> com.vinplay.api.processors.GetListAgentProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 402 <-> com.vinplay.api.processors.ListMailBoxProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 403 <-> com.vinplay.api.processors.DeleteMailBoxProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 404 <-> com.vinplay.api.processors.UpdateStatusMailProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 405 <-> com.vinplay.api.processors.ListMailBoxNewProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 406 <-> com.vinplay.api.processors.CountMailStatusProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 501 <-> com.vinplay.api.processors.vippoint.GetEventVPMapProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 502 <-> com.vinplay.api.processors.vippoint.GetEventVPTopIntelProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 503 <-> com.vinplay.api.processors.vippoint.GetEventVPTopStrongProcessor
2023-02-19 17:46:33,379 | DEBUG | main | api 601 <-> com.vinplay.api.processors.gamebai.TopGameTourProcessor
2023-02-19 17:46:33,380 | DEBUG | main | api 602 <-> com.vinplay.api.processors.gamebai.LogGameTourProcessor
